department,category,budget_eur,project_id,country,date,amount_local,original_currency,rate,amount_eur
Logistics,Fuel,2801.13,BE01,Belgium,2025-08-31,,EUR,1.0,
Logistics,Transport,3898.22,BE01,Belgium,2025-08-31,,EUR,1.0,
Logistics,Vehicle Maintenance,4426.19,BE01,Belgium,2025-08-31,,EUR,1.0,
Supply,Supplies,1207.53,BE01,Belgium,2025-08-31,,EUR,1.0,
Supply,Warehousing,4333.23,BE01,Belgium,2025-08-31,,EUR,1.0,
Supply,Cold Chain,4182.07,BE01,Belgium,2025-08-31,,EUR,1.0,
HR,Salaries,4698.2,BE01,Belgium,2025-09-30,,EUR,1.0,
HR,Training,1346.99,BE01,Belgium,2025-09-30,,EUR,1.0,
HR,Recruitment,3012.73,BE01,Belgium,2025-09-30,,EUR,1.0,
Medical,Medications,4597.67,BE01,Belgium,2025-09-30,,EUR,1.0,
Medical,Medical Equipment,3101.24,BE01,Belgium,2025-09-30,,EUR,1.0,
Medical,Consultations,4131.0,BE01,Belgium,2025-09-30,,EUR,1.0,
Logistics,Fuel,2222.26,BE01,Belgium,2025-09-30,,EUR,1.0,
Logistics,Transport,1536.83,BE01,Belgium,2025-09-30,,EUR,1.0,
Logistics,Vehicle Maintenance,4661.56,BE01,Belgium,2025-09-30,,EUR,1.0,
Supply,Supplies,2068.7,BE01,Belgium,2025-09-30,,EUR,1.0,
Supply,Warehousing,2924.77,BE01,Belgium,2025-09-30,,EUR,1.0,
Supply,Cold Chain,4200.37,BE01,Belgium,2025-09-30,,EUR,1.0,
HR,Salaries,3488.76,BE01,Belgium,2025-10-31,,EUR,1.0,
HR,Training,1038.75,BE01,Belgium,2025-10-31,,EUR,1.0,
HR,Recruitment,1990.95,BE01,Belgium,2025-10-31,,EUR,1.0,
Medical,Medications,1620.95,BE01,Belgium,2025-10-31,,EUR,1.0,
Medical,Medical Equipment,4452.7,BE01,Belgium,2025-10-31,,EUR,1.0,
Medical,Consultations,4444.26,BE01,Belgium,2025-10-31,,EUR,1.0,
Logistics,Fuel,1950.2,BE01,Belgium,2025-10-31,,EUR,1.0,
Logistics,Transport,2508.69,BE01,Belgium,2025-10-31,,EUR,1.0,
Logistics,Vehicle Maintenance,4167.16,BE01,Belgium,2025-10-31,,EUR,1.0,
Supply,Supplies,2340.58,BE01,Belgium,2025-10-31,,EUR,1.0,
Supply,Warehousing,3657.02,BE01,Belgium,2025-10-31,,EUR,1.0,
Supply,Cold Chain,2510.49,BE01,Belgium,2025-10-31,,EUR,1.0,
HR,Salaries,4326.72,BE01,Belgium,2025-11-30,,EUR,1.0,
HR,Training,4567.0,BE01,Belgium,2025-11-30,,EUR,1.0,
HR,Recruitment,3929.13,BE01,Belgium,2025-11-30,,EUR,1.0,
Medical,Medications,4113.11,BE01,Belgium,2025-11-30,,EUR,1.0,
Medical,Medical Equipment,4579.14,BE01,Belgium,2025-11-30,,EUR,1.0,
Medical,Consultations,3437.23,BE01,Belgium,2025-11-30,,EUR,1.0,
Logistics,Fuel,1558.39,BE01,Belgium,2025-11-30,,EUR,1.0,
Logistics,Transport,4894.98,BE01,Belgium,2025-11-30,,EUR,1.0,
Logistics,Vehicle Maintenance,2721.59,BE01,Belgium,2025-11-30,,EUR,1.0,
Supply,Supplies,2236.4,BE01,Belgium,2025-11-30,,EUR,1.0,
Supply,Warehousing,1655.94,BE01,Belgium,2025-11-30,,EUR,1.0,
Supply,Cold Chain,2217.61,BE01,Belgium,2025-11-30,,EUR,1.0,
HR,Salaries,2638.46,BE01,Belgium,2025-12-31,,EUR,1.0,
HR,Training,4763.2,BE01,Belgium,2025-12-31,,EUR,1.0,
HR,Recruitment,4268.48,BE01,Belgium,2025-12-31,,EUR,1.0,
Medical,Medications,1672.74,BE01,Belgium,2025-12-31,,EUR,1.0,
Medical,Medical Equipment,3770.1,BE01,Belgium,2025-12-31,,EUR,1.0,
Medical,Consultations,4315.46,BE01,Belgium,2025-12-31,,EUR,1.0,
Logistics,Fuel,1857.99,BE01,Belgium,2025-12-31,,EUR,1.0,
Logistics,Transport,2284.54,BE01,Belgium,2025-12-31,,EUR,1.0,
Logistics,Vehicle Maintenance,2667.15,BE01,Belgium,2025-12-31,,EUR,1.0,
Supply,Supplies,3619.82,BE01,Belgium,2025-12-31,,EUR,1.0,
Supply,Warehousing,4206.69,BE01,Belgium,2025-12-31,,EUR,1.0,
Supply,Cold Chain,3934.51,BE01,Belgium,2025-12-31,,EUR,1.0,
HR,Salaries,1447.57,BF02,Burkina Faso,2023-01-31,934030.2914400001,XOF,0.001524,1423.46216415456
HR,Training,3876.89,BF02,Burkina Faso,2023-01-31,2122361.99264,XOF,0.001524,3234.4796767833595
HR,Recruitment,3599.19,BF02,Burkina Faso,2023-01-31,1894469.4116999998,XOF,0.001524,2887.1713834308
Medical,Medications,2722.46,BF02,Burkina Faso,2023-01-31,1876122.29441,XOF,0.001524,2859.21037668084
Medical,Medical Equipment,2535.48,BF02,Burkina Faso,2023-01-31,1760706.6602599998,XOF,0.001524,2683.31695023624
Medical,Consultations,4150.15,BF02,Burkina Faso,2023-01-31,2953774.371,XOF,0.001524,4501.5521414039995
Logistics,Fuel,2477.03,BF02,Burkina Faso,2023-01-31,1308207.84295,XOF,0.001524,1993.7087526557998
Logistics,Transport,2045.16,BF02,Burkina Faso,2023-01-31,1170417.51553,XOF,0.001524,1783.7162936677198
Logistics,Vehicle Maintenance,1798.13,BF02,Burkina Faso,2023-01-31,1219076.40579,XOF,0.001524,1857.87244242396
Supply,Supplies,4356.26,BF02,Burkina Faso,2023-01-31,2354977.46398,XOF,0.001524,3588.98565510552
Supply,Warehousing,1008.24,BF02,Burkina Faso,2023-01-31,624641.61282,XOF,0.001524,951.95381793768
Supply,Cold Chain,2816.77,BF02,Burkina Faso,2023-01-31,1819250.8225099999,XOF,0.001524,2772.53825350524
HR,Salaries,4900.22,BF02,Burkina Faso,2023-02-28,3068579.9651400005,XOF,0.001524,4676.51586687336
HR,Training,4348.36,BF02,Burkina Faso,2023-02-28,3125694.14113,XOF,0.001524,4763.55787108212
HR,Recruitment,1983.9,BF02,Burkina Faso,2023-02-28,1320579.19197,XOF,0.001524,2012.56268856228
Medical,Medications,2768.39,BF02,Burkina Faso,2023-02-28,1723691.00675,XOF,0.001524,2626.905094287
Medical,Medical Equipment,2706.46,BF02,Burkina Faso,2023-02-28,1730250.57675,XOF,0.001524,2636.901878967
Medical,Consultations,3269.91,BF02,Burkina Faso,2023-02-28,2187754.34597,XOF,0.001524,3334.13762325828
Logistics,Fuel,3213.01,BF02,Burkina Faso,2023-02-28,2296859.67378,XOF,0.001524,3500.4141428407197
Logistics,Transport,4376.07,BF02,Burkina Faso,2023-02-28,2303970.24766,XOF,0.001524,3511.25065743384
Logistics,Vehicle Maintenance,4068.53,BF02,Burkina Faso,2023-02-28,2705842.3037099997,XOF,0.001524,4123.703670854039
Supply,Supplies,4427.82,BF02,Burkina Faso,2023-02-28,2420474.77043,XOF,0.001524,3688.80355013532
Supply,Warehousing,2456.86,BF02,Burkina Faso,2023-02-28,1619203.61622,XOF,0.001524,2467.6663111192797
Supply,Cold Chain,4602.69,BF02,Burkina Faso,2023-02-28,2731811.64134,XOF,0.001524,4163.28094140216
HR,Salaries,2262.77,BF02,Burkina Faso,2023-03-31,1313612.92863,XOF,0.001524,2001.9461032321199
HR,Training,1436.72,BF02,Burkina Faso,2023-03-31,928631.7653300001,XOF,0.001524,1415.2348103629201
HR,Recruitment,2259.73,BF02,Burkina Faso,2023-03-31,1198945.08546,XOF,0.001524,1827.1923102410399
Medical,Medications,4349.16,BF02,Burkina Faso,2023-03-31,2684392.5098099997,XOF,0.001524,4091.0141849504394
Medical,Medical Equipment,3767.1,BF02,Burkina Faso,2023-03-31,2201765.5874900003,XOF,0.001524,3355.4907553347603
Medical,Consultations,4689.61,BF02,Burkina Faso,2023-03-31,2834724.73507,XOF,0.001524,4320.12049624668
Logistics,Fuel,3687.67,BF02,Burkina Faso,2023-03-31,2409592.4438,XOF,0.001524,3672.2188843512
Logistics,Transport,2123.63,BF02,Burkina Faso,2023-03-31,1407139.2776900001,XOF,0.001524,2144.4802591995604
Logistics,Vehicle Maintenance,1776.35,BF02,Burkina Faso,2023-03-31,1075894.11183,XOF,0.001524,1639.66262642892
Supply,Supplies,4743.96,BF02,Burkina Faso,2023-03-31,2961153.88725,XOF,0.001524,4512.798524169
Supply,Warehousing,3060.41,BF02,Burkina Faso,2023-03-31,2038320.7818,XOF,0.001524,3106.4008714632
Supply,Cold Chain,1154.08,BF02,Burkina Faso,2023-03-31,732264.47781,XOF,0.001524,1115.97106418244
HR,Salaries,3329.59,BF02,Burkina Faso,2023-04-30,2387106.23784,XOF,0.001524,3637.94990646816
HR,Training,3417.64,BF02,Burkina Faso,2023-04-30,1795859.39589,XOF,0.001524,2736.88971933636
HR,Recruitment,2681.76,BF02,Burkina Faso,2023-04-30,1634251.2698000001,XOF,0.001524,2490.5989351752
Medical,Medications,3123.96,BF02,Burkina Faso,2023-04-30,2225012.70357,XOF,0.001524,3390.91936024068
Medical,Medical Equipment,3389.91,BF02,Burkina Faso,2023-04-30,1968500.71872,XOF,0.001524,2999.99509532928
Medical,Consultations,4091.08,BF02,Burkina Faso,2023-04-30,2636442.05311,XOF,0.001524,4017.9376889396403
Logistics,Fuel,4659.93,BF02,Burkina Faso,2023-04-30,3048264.97685,XOF,0.001524,4645.5558247194
Logistics,Transport,1486.56,BF02,Burkina Faso,2023-04-30,1071525.43821,XOF,0.001524,1633.00476783204
Logistics,Vehicle Maintenance,3592.37,BF02,Burkina Faso,2023-04-30,2259233.98026,XOF,0.001524,3443.07258591624
Supply,Supplies,3761.99,BF02,Burkina Faso,2023-04-30,2145891.17023,XOF,0.001524,3270.3381434305197
Supply,Warehousing,3478.73,BF02,Burkina Faso,2023-04-30,2383144.25756,XOF,0.001524,3631.9118485214394
Supply,Cold Chain,1447.46,BF02,Burkina Faso,2023-04-30,1029045.66289,XOF,0.001524,1568.26559024436
HR,Salaries,3935.07,BF02,Burkina Faso,2023-05-31,2207623.2835,XOF,0.001524,3364.417884054
HR,Training,4388.77,BF02,Burkina Faso,2023-05-31,2896155.10812,XOF,0.001524,4413.74038477488
HR,Recruitment,1897.15,BF02,Burkina Faso,2023-05-31,1342934.2065299999,XOF,0.001524,2046.6317307517197
Medical,Medications,3325.28,BF02,Burkina Faso,2023-05-31,2068757.1866000001,XOF,0.001524,3152.7859523784
Medical,Medical Equipment,1353.74,BF02,Burkina Faso,2023-05-31,943023.4619100001,XOF,0.001524,1437.16775595084
Medical,Consultations,4571.05,BF02,Burkina Faso,2023-05-31,3206881.93902,XOF,0.001524,4887.28807506648
Logistics,Fuel,4494.6,BF02,Burkina Faso,2023-05-31,3219397.5985799995,XOF,0.001524,4906.361940235919
Logistics,Transport,2202.77,BF02,Burkina Faso,2023-05-31,1286423.51098,XOF,0.001524,1960.50943073352
Logistics,Vehicle Maintenance,2256.97,BF02,Burkina Faso,2023-05-31,1255862.47435,XOF,0.001524,1913.9344109094
Supply,Supplies,4316.09,BF02,Burkina Faso,2023-05-31,3091840.2003599997,XOF,0.001524,4711.964465348639
Supply,Warehousing,3340.17,BF02,Burkina Faso,2023-05-31,2045864.2873,XOF,0.001524,3117.8971738452
Supply,Cold Chain,3939.58,BF02,Burkina Faso,2023-05-31,2211086.7364600003,XOF,0.001524,3369.6961863650404
HR,Salaries,1729.32,BF02,Burkina Faso,2023-06-30,1089006.69226,XOF,0.001524,1659.6461990042399
HR,Training,4362.7,BF02,Burkina Faso,2023-06-30,2602424.12309,XOF,0.001524,3966.09436358916
HR,Recruitment,2313.84,BF02,Burkina Faso,2023-06-30,1384922.0141,XOF,0.001524,2110.6211494884
Medical,Medications,1648.19,BF02,Burkina Faso,2023-06-30,1112975.36104,XOF,0.001524,1696.17445022496
Medical,Medical Equipment,4902.26,BF02,Burkina Faso,2023-06-30,3470497.93818,XOF,0.001524,5289.03885778632
Medical,Consultations,2736.0,BF02,Burkina Faso,2023-06-30,1762753.2461,XOF,0.001524,2686.4359470564
Logistics,Fuel,4034.84,BF02,Burkina Faso,2023-06-30,2226855.94274,XOF,0.001524,3393.7284567357597
Logistics,Transport,2291.89,BF02,Burkina Faso,2023-06-30,1221837.9847600001,XOF,0.001524,1862.0810887742402
Logistics,Vehicle Maintenance,3616.08,BF02,Burkina Faso,2023-06-30,2321044.8083699998,XOF,0.001524,3537.2722879558796
Supply,Supplies,1952.65,BF02,Burkina Faso,2023-06-30,1071400.80638,XOF,0.001524,1632.8148289231199
Supply,Warehousing,3143.52,BF02,Burkina Faso,2023-06-30,1779158.73067,XOF,0.001524,2711.43790554108
Supply,Cold Chain,4006.58,BF02,Burkina Faso,2023-06-30,2586851.70391,XOF,0.001524,3942.36199675884
HR,Salaries,2837.57,BF02,Burkina Faso,2023-07-31,2027346.62119,XOF,0.001524,3089.67625069356
HR,Training,4094.55,BF02,Burkina Faso,2023-07-31,2757721.9428399997,XOF,0.001524,4202.768240888159
HR,Recruitment,4895.79,BF02,Burkina Faso,2023-07-31,3266068.93913,XOF,0.001524,4977.489063234119
Medical,Medications,1751.02,BF02,Burkina Faso,2023-07-31,1196413.09144,XOF,0.001524,1823.33355135456
Medical,Medical Equipment,1515.3,BF02,Burkina Faso,2023-07-31,921731.0976900001,XOF,0.001524,1404.71819287956
Medical,Consultations,3196.77,BF02,Burkina Faso,2023-07-31,2181030.78672,XOF,0.001524,3323.89091896128
Logistics,Fuel,4216.95,BF02,Burkina Faso,2023-07-31,2810342.81338,XOF,0.001524,4282.9624475911205
Logistics,Transport,4930.99,BF02,Burkina Faso,2023-07-31,3398946.1486199996,XOF,0.001524,5179.993930496879
Logistics,Vehicle Maintenance,3966.27,BF02,Burkina Faso,2023-07-31,2372248.8117899997,XOF,0.001524,3615.3071891679597
Supply,Supplies,1857.79,BF02,Burkina Faso,2023-07-31,1124270.94058,XOF,0.001524,1713.3889134439198
Supply,Warehousing,4711.65,BF02,Burkina Faso,2023-07-31,3178970.9686700003,XOF,0.001524,4844.75175625308
Supply,Cold Chain,2219.61,BF02,Burkina Faso,2023-07-31,1411730.97669,XOF,0.001524,2151.47800847556
HR,Salaries,2959.18,BF02,Burkina Faso,2023-08-31,2099226.38925,XOF,0.001524,3199.221017217
HR,Training,3399.16,BF02,Burkina Faso,2023-08-31,2372563.67115,XOF,0.001524,3615.7870348325996
HR,Recruitment,3182.13,BF02,Burkina Faso,2023-08-31,1891517.6051999999,XOF,0.001524,2882.6728303247996
Medical,Medications,3889.38,BF02,Burkina Faso,2023-08-31,2283865.16561,XOF,0.001524,3480.61051238964
Medical,Medical Equipment,3526.07,BF02,Burkina Faso,2023-08-31,2250070.26097,XOF,0.001524,3429.1070777182804
Medical,Consultations,3503.94,BF02,Burkina Faso,2023-08-31,2173729.98531,XOF,0.001524,3312.7644976124398
Logistics,Fuel,1383.76,BF02,Burkina Faso,2023-08-31,834698.72293,XOF,0.001524,1272.0808537453202
Logistics,Transport,2655.12,BF02,Burkina Faso,2023-08-31,1677439.47868,XOF,0.001524,2556.41776550832
Logistics,Vehicle Maintenance,4206.22,BF02,Burkina Faso,2023-08-31,2484725.75858,XOF,0.001524,3786.72205607592
Supply,Supplies,1253.06,BF02,Burkina Faso,2023-08-31,736954.57036,XOF,0.001524,1123.11876522864
Supply,Warehousing,3575.33,BF02,Burkina Faso,2023-08-31,2178544.70969,XOF,0.001524,3320.10213756756
Supply,Cold Chain,2146.78,BF02,Burkina Faso,2023-08-31,1134366.11881,XOF,0.001524,1728.7739650664398
HR,Salaries,3558.77,BF02,Burkina Faso,2023-09-30,2376433.81745,XOF,0.001524,3621.6851377938
HR,Training,4031.98,BF02,Burkina Faso,2023-09-30,2545841.27227,XOF,0.001524,3879.86209893948
HR,Recruitment,1892.7,BF02,Burkina Faso,2023-09-30,1013322.3735999999,XOF,0.001524,1544.3032973663999
Medical,Medications,1863.64,BF02,Burkina Faso,2023-09-30,1300854.56498,XOF,0.001524,1982.50235702952
Medical,Medical Equipment,3623.44,BF02,Burkina Faso,2023-09-30,2463708.8963,XOF,0.001524,3754.6923579612003
Medical,Consultations,1012.27,BF02,Burkina Faso,2023-09-30,659833.70587,XOF,0.001524,1005.5865677458798
Logistics,Fuel,2592.66,BF02,Burkina Faso,2023-09-30,1616947.12414,XOF,0.001524,2464.22741718936
Logistics,Transport,1951.96,BF02,Burkina Faso,2023-09-30,1215560.47627,XOF,0.001524,1852.5141658354798
Logistics,Vehicle Maintenance,3718.52,BF02,Burkina Faso,2023-09-30,2463321.88167,XOF,0.001524,3754.10254766508
Supply,Supplies,4476.27,BF02,Burkina Faso,2023-09-30,2833708.00172,XOF,0.001524,4318.57099462128
Supply,Warehousing,1753.83,BF02,Burkina Faso,2023-09-30,1238315.6246,XOF,0.001524,1887.1930118904
Supply,Cold Chain,4310.58,BF02,Burkina Faso,2023-09-30,2741821.54516,XOF,0.001524,4178.53603482384
HR,Salaries,4976.99,BF02,Burkina Faso,2023-10-31,2841199.03066,XOF,0.001524,4329.98732272584
HR,Training,3504.81,BF02,Burkina Faso,2023-10-31,2504614.37482,XOF,0.001524,3817.03230722568
HR,Recruitment,2257.15,BF02,Burkina Faso,2023-10-31,1240729.54636,XOF,0.001524,1890.87182865264
Medical,Medications,3987.68,BF02,Burkina Faso,2023-10-31,2457575.69835,XOF,0.001524,3745.3453642854
Medical,Medical Equipment,1327.89,BF02,Burkina Faso,2023-10-31,735714.8116299999,XOF,0.001524,1121.2293729241198
Medical,Consultations,4295.81,BF02,Burkina Faso,2023-10-31,2469533.79446,XOF,0.001524,3763.56950275704
Logistics,Fuel,1254.71,BF02,Burkina Faso,2023-10-31,834836.4739,XOF,0.001524,1272.2907862236
Logistics,Transport,2753.3,BF02,Burkina Faso,2023-10-31,1607212.72226,XOF,0.001524,2449.39218872424
Logistics,Vehicle Maintenance,3811.93,BF02,Burkina Faso,2023-10-31,2636153.43203,XOF,0.001524,4017.4978304137194
Supply,Supplies,3770.34,BF02,Burkina Faso,2023-10-31,2664267.74905,XOF,0.001524,4060.3440495522004
Supply,Warehousing,1279.19,BF02,Burkina Faso,2023-10-31,918503.78925,XOF,0.001524,1399.799774817
Supply,Cold Chain,4103.01,BF02,Burkina Faso,2023-10-31,2789765.44229,XOF,0.001524,4251.60253404996
HR,Salaries,3518.52,BF02,Burkina Faso,2023-11-30,1974036.9958000001,XOF,0.001524,3008.4323815992
HR,Training,2585.07,BF02,Burkina Faso,2023-11-30,1572597.8713699998,XOF,0.001524,2396.6391559678796
HR,Recruitment,3293.97,BF02,Burkina Faso,2023-11-30,2374262.59978,XOF,0.001524,3618.3762020647196
Medical,Medications,2254.47,BF02,Burkina Faso,2023-11-30,1336643.5789,XOF,0.001524,2037.0448142436
Medical,Medical Equipment,1145.83,BF02,Burkina Faso,2023-11-30,617432.64539,XOF,0.001524,940.9673515743599
Medical,Consultations,2475.67,BF02,Burkina Faso,2023-11-30,1429494.29225,XOF,0.001524,2178.549301389
Logistics,Fuel,2385.69,BF02,Burkina Faso,2023-11-30,1283452.02577,XOF,0.001524,1955.9808872734798
Logistics,Transport,3268.22,BF02,Burkina Faso,2023-11-30,2258682.97638,XOF,0.001524,3442.2328560031197
Logistics,Vehicle Maintenance,4846.71,BF02,Burkina Faso,2023-11-30,2995066.86415,XOF,0.001524,4564.4819009646
Supply,Supplies,1586.98,BF02,Burkina Faso,2023-11-30,833071.9495699999,XOF,0.001524,1269.6016511446799
Supply,Warehousing,2085.16,BF02,Burkina Faso,2023-11-30,1188620.32228,XOF,0.001524,1811.4573711547198
Supply,Cold Chain,3998.59,BF02,Burkina Faso,2023-11-30,2399366.07417,XOF,0.001524,3656.63389703508
HR,Salaries,1815.07,BF02,Burkina Faso,2023-12-31,1046277.65328,XOF,0.001524,1594.52714359872
HR,Training,3973.18,BF02,Burkina Faso,2023-12-31,2726117.9345799997,XOF,0.001524,4154.603732299919
HR,Recruitment,1412.3,BF02,Burkina Faso,2023-12-31,838988.6817099999,XOF,0.001524,1278.6187509260399
Medical,Medications,2155.08,BF02,Burkina Faso,2023-12-31,1400750.25651,XOF,0.001524,2134.74339092124
Medical,Medical Equipment,4411.12,BF02,Burkina Faso,2023-12-31,2815459.2779800002,XOF,0.001524,4290.75993964152
Medical,Consultations,4048.94,BF02,Burkina Faso,2023-12-31,2392032.47491,XOF,0.001524,3645.4574917628397
Logistics,Fuel,3168.0,BF02,Burkina Faso,2023-12-31,2054936.17261,XOF,0.001524,3131.72272705764
Logistics,Transport,3399.66,BF02,Burkina Faso,2023-12-31,1949366.45303,XOF,0.001524,2970.83447441772
Logistics,Vehicle Maintenance,1487.4,BF02,Burkina Faso,2023-12-31,1034857.44191,XOF,0.001524,1577.12274147084
Supply,Supplies,4491.6,BF02,Burkina Faso,2023-12-31,3136714.2187300003,XOF,0.001524,4780.352469344521
Supply,Warehousing,4388.24,BF02,Burkina Faso,2023-12-31,2535431.2346799998,XOF,0.001524,3863.9972016523197
Supply,Cold Chain,2595.45,BF02,Burkina Faso,2023-12-31,1576986.2237,XOF,0.001524,2403.3270049188
HR,Salaries,2159.85,BF02,Burkina Faso,2024-01-31,1552177.92996,XOF,0.001524,2365.51916525904
HR,Training,1795.79,BF02,Burkina Faso,2024-01-31,1133021.40696,XOF,0.001524,1726.72462420704
HR,Recruitment,3984.73,BF02,Burkina Faso,2024-01-31,2406725.91171,XOF,0.001524,3667.8502894460403
Medical,Medications,2502.52,BF02,Burkina Faso,2024-01-31,1319877.31798,XOF,0.001524,2011.49303260152
Medical,Medical Equipment,3141.22,BF02,Burkina Faso,2024-01-31,2143326.37836,XOF,0.001524,3266.42940062064
Medical,Consultations,4539.45,BF02,Burkina Faso,2024-01-31,2864872.51879,XOF,0.001524,4366.06571863596
Logistics,Fuel,2443.55,BF02,Burkina Faso,2024-01-31,1347289.7610099998,XOF,0.001524,2053.26959577924
Logistics,Transport,3408.45,BF02,Burkina Faso,2024-01-31,2443072.48908,XOF,0.001524,3723.24247335792
Logistics,Vehicle Maintenance,4553.26,BF02,Burkina Faso,2024-01-31,3146081.28469,XOF,0.001524,4794.62787786756
Supply,Supplies,4361.0,BF02,Burkina Faso,2024-01-31,2427054.01914,XOF,0.001524,3698.83032516936
Supply,Warehousing,2751.38,BF02,Burkina Faso,2024-01-31,1878175.4398200002,XOF,0.001524,2862.33937028568
Supply,Cold Chain,1920.76,BF02,Burkina Faso,2024-01-31,1228227.00594,XOF,0.001524,1871.8179570525601
HR,Salaries,2121.39,BF02,Burkina Faso,2024-02-29,1197521.6587699999,XOF,0.001524,1825.0230079654798
HR,Training,4415.34,BF02,Burkina Faso,2024-02-29,2326941.8618,XOF,0.001524,3546.2593973832
HR,Recruitment,4613.63,BF02,Burkina Faso,2024-02-29,2683907.10163,XOF,0.001524,4090.2744228841198
Medical,Medications,4268.21,BF02,Burkina Faso,2024-02-29,2322848.69012,XOF,0.001524,3540.02140374288
Medical,Medical Equipment,3395.21,BF02,Burkina Faso,2024-02-29,2164074.29827,XOF,0.001524,3298.0492305634803
Medical,Consultations,2719.0,BF02,Burkina Faso,2024-02-29,1495896.81936,XOF,0.001524,2279.74675270464
Logistics,Fuel,3473.93,BF02,Burkina Faso,2024-02-29,2108685.28919,XOF,0.001524,3213.63638072556
Logistics,Transport,4399.45,BF02,Burkina Faso,2024-02-29,2583270.17869,XOF,0.001524,3936.9037523235597
Logistics,Vehicle Maintenance,4599.48,BF02,Burkina Faso,2024-02-29,3268286.0737900003,XOF,0.001524,4980.86797645596
Supply,Supplies,3103.9,BF02,Burkina Faso,2024-02-29,1913977.57288,XOF,0.001524,2916.90182106912
Supply,Warehousing,3452.77,BF02,Burkina Faso,2024-02-29,2445092.83664,XOF,0.001524,3726.32148303936
Supply,Cold Chain,1843.34,BF02,Burkina Faso,2024-02-29,998884.76003,XOF,0.001524,1522.30037428572
HR,Salaries,4233.61,BF02,Burkina Faso,2024-03-31,2766498.6475,XOF,0.001524,4216.14393879
HR,Training,4124.06,BF02,Burkina Faso,2024-03-31,2675884.74752,XOF,0.001524,4078.04835522048
HR,Recruitment,4263.99,BF02,Burkina Faso,2024-03-31,2535175.41145,XOF,0.001524,3863.6073270498
Medical,Medications,1696.02,BF02,Burkina Faso,2024-03-31,1148088.73925,XOF,0.001524,1749.687238617
Medical,Medical Equipment,2948.8,BF02,Burkina Faso,2024-03-31,1772914.02003,XOF,0.001524,2701.92096652572
Medical,Consultations,3904.76,BF02,Burkina Faso,2024-03-31,2392983.61256,XOF,0.001524,3646.9070255414395
Logistics,Fuel,1915.47,BF02,Burkina Faso,2024-03-31,1049727.9871,XOF,0.001524,1599.7854523404
Logistics,Transport,4970.45,BF02,Burkina Faso,2024-03-31,2944420.4241799996,XOF,0.001524,4487.2967264503195
Logistics,Vehicle Maintenance,4940.09,BF02,Burkina Faso,2024-03-31,3130574.46121,XOF,0.001524,4770.99547888404
Supply,Supplies,4680.3,BF02,Burkina Faso,2024-03-31,2844649.36448,XOF,0.001524,4335.24563146752
Supply,Warehousing,3404.07,BF02,Burkina Faso,2024-03-31,2219942.15596,XOF,0.001524,3383.19184568304
Supply,Cold Chain,1982.92,BF02,Burkina Faso,2024-03-31,1153939.8756900001,XOF,0.001524,1758.6043705515601
HR,Salaries,1326.68,BF02,Burkina Faso,2024-04-30,887365.51046,XOF,0.001524,1352.34503794104
HR,Training,4091.82,BF02,Burkina Faso,2024-04-30,2877197.95082,XOF,0.001524,4384.8496770496795
HR,Recruitment,4459.86,BF02,Burkina Faso,2024-04-30,2574283.56779,XOF,0.001524,3923.2081573119594
Medical,Medications,4233.31,BF02,Burkina Faso,2024-04-30,2491528.03267,XOF,0.001524,3797.08872178908
Medical,Medical Equipment,2783.15,BF02,Burkina Faso,2024-04-30,1803921.10742,XOF,0.001524,2749.17576770808
Medical,Consultations,4470.87,BF02,Burkina Faso,2024-04-30,2847988.1856099996,XOF,0.001524,4340.333994869639
Logistics,Fuel,3771.7,BF02,Burkina Faso,2024-04-30,2576736.84697,XOF,0.001524,3926.9469547822796
Logistics,Transport,3303.35,BF02,Burkina Faso,2024-04-30,2007156.26473,XOF,0.001524,3058.9061474485197
Logistics,Vehicle Maintenance,3589.53,BF02,Burkina Faso,2024-04-30,1903934.87121,XOF,0.001524,2901.59674372404
Supply,Supplies,4082.92,BF02,Burkina Faso,2024-04-30,2858470.37847,XOF,0.001524,4356.30885678828
Supply,Warehousing,4857.65,BF02,Burkina Faso,2024-04-30,3325019.79472,XOF,0.001524,5067.33016715328
Supply,Cold Chain,1158.54,BF02,Burkina Faso,2024-04-30,671818.04026,XOF,0.001524,1023.8506933562401
HR,Salaries,4963.17,BF02,Burkina Faso,2024-05-31,2970973.56354,XOF,0.001524,4527.76371083496
HR,Training,3820.08,BF02,Burkina Faso,2024-05-31,2670774.84249,XOF,0.001524,4070.2608599547602
HR,Recruitment,2021.89,BF02,Burkina Faso,2024-05-31,1152713.2360999999,XOF,0.001524,1756.7349718163998
Medical,Medications,3489.02,BF02,Burkina Faso,2024-05-31,1958654.8041499997,XOF,0.001524,2984.9899215245996
Medical,Medical Equipment,4816.9,BF02,Burkina Faso,2024-05-31,3091190.80293,XOF,0.001524,4710.97478366532
Medical,Consultations,4732.99,BF02,Burkina Faso,2024-05-31,3274176.5676499996,XOF,0.001524,4989.8450890986
Logistics,Fuel,1177.83,BF02,Burkina Faso,2024-05-31,833511.44076,XOF,0.001524,1270.27143571824
Logistics,Transport,3321.15,BF02,Burkina Faso,2024-05-31,2220066.78779,XOF,0.001524,3383.38178459196
Logistics,Vehicle Maintenance,4916.66,BF02,Burkina Faso,2024-05-31,3447814.94512,XOF,0.001524,5254.46997636288
